transaction_id,timestamp,customer_id,product_name,category,quantity,unit_price,total,payment_method,status
TXN-0334,2025-01-22T10:10:03,CUST-8002,USB-C Cable,electronics,1,12.99,12.99,debit_card,refunded
TXN-0335,2025-01-22T10:10:38,CUST-8001,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0336,2025-01-22T10:13:10,CUST-8012,USB-C Cable,electronics,1,12.99,12.99,debit_card,completed
TXN-0337,2025-01-22T10:13:12,CUST-8003,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0338,2025-01-22T10:19:15,CUST-8006,USB-C Cable,electronics,1,12.99,12.99,debit_card,refunded
TXN-0339,2025-01-22T10:25:36,CUST-8007,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0340,2025-01-22T10:30:12,CUST-8011,USB-C Cable,electronics,1,12.99,12.99,credit_card,refunded
TXN-0341,2025-01-22T10:31:09,CUST-8008,USB-C Cable,electronics,1,12.99,12.99,debit_card,refunded
TXN-0342,2025-01-22T10:34:16,CUST-8005,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0343,2025-01-22T10:35:46,CUST-8004,USB-C Cable,electronics,1,12.99,12.99,debit_card,completed
TXN-0344,2025-01-22T10:52:42,CUST-8010,USB-C Cable,electronics,1,12.99,12.99,debit_card,completed
TXN-0345,2025-01-22T11:03:09,CUST-8021,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0346,2025-01-22T11:03:53,CUST-8025,USB-C Cable,electronics,1,12.99,12.99,credit_card,refunded
TXN-0347,2025-01-22T11:05:41,CUST-8016,USB-C Cable,electronics,1,12.99,12.99,debit_card,completed
TXN-0348,2025-01-22T11:11:23,CUST-8017,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0349,2025-01-22T11:14:53,CUST-8020,USB-C Cable,electronics,1,12.99,12.99,debit_card,refunded
TXN-0350,2025-01-22T11:16:28,CUST-8019,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0351,2025-01-22T11:19:50,CUST-8014,USB-C Cable,electronics,1,12.99,12.99,debit_card,refunded
TXN-0352,2025-01-22T11:22:51,CUST-8023,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0353,2025-01-22T11:23:11,CUST-8018,USB-C Cable,electronics,1,12.99,12.99,debit_card,completed
TXN-0354,2025-01-22T11:31:57,CUST-8015,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0355,2025-01-22T11:42:06,CUST-8022,USB-C Cable,electronics,1,12.99,12.99,debit_card,refunded
TXN-0356,2025-01-22T11:48:37,CUST-8024,USB-C Cable,electronics,1,12.99,12.99,debit_card,refunded
TXN-0357,2025-01-22T15:01:00,CUST-1137,Denim Jeans,clothing,1,59.99,59.99,credit_card,completed
TXN-0358,2025-01-22T16:59:57,CUST-1181,Novel Bestseller,books,1,14.99,14.99,credit_card,completed
TXN-0359,2025-01-22T17:13:30,CUST-1054,Cookbook,books,3,24.99,74.97,credit_card,refunded
TXN-0360,2025-01-22T17:19:59,CUST-1170,USB-C Cable,electronics,3,12.99,38.97,credit_card,completed
TXN-0361,2025-01-22T18:42:24,CUST-1022,Novel Bestseller,books,2,14.99,29.98,credit_card,completed
TXN-0362,2025-01-22T20:09:31,CUST-1010,Phone Case,electronics,1,24.99,24.99,debit_card,completed
TXN-0363,2025-01-22T20:51:44,CUST-1068,Desk Lamp,home,1,44.99,44.99,credit_card,completed
TXN-0364,2025-01-22T21:55:34,CUST-1035,Throw Pillow,home,2,22.99,45.98,credit_card,completed
TXN-0365,2025-01-22T23:42:47,CUST-1045,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0366,2025-01-22T23:43:16,CUST-1150,Cotton T-Shirt,clothing,2,29.99,59.98,credit_card,completed
TXN-0367,2025-01-23T01:15:47,CUST-1012,Cotton T-Shirt,clothing,1,29.99,29.99,debit_card,completed
TXN-0368,2025-01-23T02:22:59,CUST-1114,Throw Pillow,home,1,22.99,22.99,debit_card,completed
TXN-0369,2025-01-23T02:34:03,CUST-1018,Programming Guide,books,1,39.99,39.99,credit_card,completed
TXN-0370,2025-01-23T03:54:41,CUST-1167,Programming Guide,books,2,39.99,79.98,paypal,completed
TXN-0371,2025-01-23T04:33:13,CUST-1144,Water Bottle,sports,3,19.99,59.97,debit_card,completed
TXN-0372,2025-01-23T04:45:13,CUST-1017,Cotton T-Shirt,clothing,1,29.99,29.99,debit_card,completed
TXN-0373,2025-01-23T04:56:41,CUST-1078,Phone Case,electronics,2,24.99,49.98,credit_card,completed
TXN-0374,2025-01-23T05:00:47,CUST-1087,Novel Bestseller,books,1,14.99,14.99,paypal,completed
TXN-0375,2025-01-23T05:05:31,CUST-1112,Throw Pillow,home,2,22.99,45.98,debit_card,refunded
TXN-0376,2025-01-23T06:45:19,CUST-1103,Throw Pillow,home,2,22.99,45.98,credit_card,completed
TXN-0377,2025-01-23T07:22:25,CUST-1132,Wireless Headphones,electronics,2,79.99,159.98,credit_card,completed
TXN-0378,2025-01-23T07:22:33,CUST-1073,Cookbook,books,1,24.99,24.99,credit_card,completed
TXN-0379,2025-01-23T08:26:53,CUST-1124,Winter Jacket,clothing,1,129.99,129.99,debit_card,completed
TXN-0380,2025-01-23T09:01:53,CUST-1169,Cotton T-Shirt,clothing,1,29.99,29.99,debit_card,completed
TXN-0381,2025-01-23T09:54:43,CUST-1154,Novel Bestseller,books,1,14.99,14.99,debit_card,completed
TXN-0382,2025-01-23T10:46:55,CUST-1089,Cotton T-Shirt,clothing,1,29.99,29.99,credit_card,completed
TXN-0383,2025-01-23T13:50:24,CUST-1019,Winter Jacket,clothing,3,129.99,389.97,debit_card,completed
TXN-0384,2025-01-23T14:04:43,CUST-1060,Programming Guide,books,1,39.99,39.99,paypal,completed
TXN-0385,2025-01-23T15:06:43,CUST-1198,Phone Case,electronics,1,24.99,24.99,debit_card,refunded
TXN-0386,2025-01-23T18:14:28,CUST-1096,Cotton T-Shirt,clothing,1,29.99,29.99,paypal,completed
TXN-0387,2025-01-23T20:26:18,CUST-1030,Cotton T-Shirt,clothing,1,29.99,29.99,credit_card,completed
TXN-0388,2025-01-23T20:31:36,CUST-1063,Water Bottle,sports,1,19.99,19.99,credit_card,completed
TXN-0389,2025-01-23T23:05:32,CUST-1191,Water Bottle,sports,1,19.99,19.99,credit_card,completed
TXN-0390,2025-01-23T23:50:35,CUST-1170,Coffee Maker,home,1,69.99,69.99,credit_card,completed
TXN-0391,2025-01-24T04:59:59,CUST-1061,Cookbook,books,1,24.99,24.99,credit_card,completed
TXN-0392,2025-01-24T06:40:47,CUST-1039,Programming Guide,books,1,39.99,39.99,paypal,completed
TXN-0393,2025-01-24T10:20:28,CUST-1070,Running Shoes,sports,1,89.99,89.99,credit_card,completed
TXN-0394,2025-01-24T13:31:35,CUST-1195,Running Shoes,sports,2,89.99,179.98,paypal,completed
TXN-0395,2025-01-24T14:45:13,CUST-1113,Novel Bestseller,books,1,14.99,14.99,paypal,completed
TXN-0396,2025-01-24T15:28:16,CUST-1193,Running Shoes,sports,2,89.99,179.98,credit_card,completed
TXN-0397,2025-01-24T17:05:37,CUST-1109,Wireless Headphones,electronics,1,79.99,79.99,credit_card,completed
TXN-0398,2025-01-24T17:57:15,CUST-1147,Denim Jeans,clothing,1,59.99,59.99,credit_card,completed
TXN-0399,2025-01-24T19:23:26,CUST-1180,Denim Jeans,clothing,3,59.99,179.97,crypto,completed
TXN-0400,2025-01-24T19:33:27,CUST-1029,Novel Bestseller,books,1,14.99,14.99,credit_card,completed
TXN-0401,2025-01-24T19:49:53,CUST-1098,Phone Case,electronics,2,24.99,49.98,credit_card,completed
TXN-0402,2025-01-24T21:43:53,CUST-1036,Throw Pillow,home,1,22.99,22.99,paypal,completed
TXN-0403,2025-01-24T22:07:49,CUST-1042,Yoga Mat,sports,1,34.99,34.99,credit_card,completed
TXN-0404,2025-01-25T01:58:38,CUST-1191,Winter Jacket,clothing,2,129.99,259.98,credit_card,completed
TXN-0405,2025-01-25T04:06:10,CUST-1116,Winter Jacket,clothing,1,129.99,129.99,credit_card,completed
TXN-0406,2025-01-25T06:13:47,CUST-1124,Yoga Mat,sports,2,34.99,69.98,crypto,completed
TXN-0407,2025-01-25T11:27:07,CUST-1073,Throw Pillow,home,2,22.99,45.98,debit_card,completed
TXN-0408,2025-01-25T12:31:09,CUST-1148,Throw Pillow,home,1,22.99,22.99,credit_card,completed
TXN-0409,2025-01-25T16:52:00,CUST-1169,Cookbook,books,1,24.99,24.99,credit_card,completed
TXN-0410,2025-01-25T18:13:52,CUST-1060,Water Bottle,sports,2,19.99,39.98,debit_card,completed
TXN-0411,2025-01-25T19:50:39,CUST-1058,Novel Bestseller,books,1,14.99,14.99,credit_card,completed
TXN-0412,2025-01-25T22:30:40,CUST-1047,Novel Bestseller,books,1,14.99,14.99,paypal,completed
TXN-0413,2025-01-26T06:20:38,CUST-1122,Denim Jeans,clothing,1,59.99,59.99,credit_card,completed
TXN-0414,2025-01-26T06:23:43,CUST-1147,Winter Jacket,clothing,1,129.99,129.99,credit_card,completed
TXN-0415,2025-01-26T10:39:44,CUST-1102,Throw Pillow,home,1,22.99,22.99,credit_card,completed
TXN-0416,2025-01-26T10:45:05,CUST-1130,Throw Pillow,home,1,22.99,22.99,credit_card,completed
TXN-0417,2025-01-26T13:07:34,CUST-1058,Throw Pillow,home,1,22.99,22.99,credit_card,completed
TXN-0418,2025-01-26T17:23:48,CUST-1037,Running Shoes,sports,2,89.99,179.98,credit_card,completed
TXN-0419,2025-01-26T17:49:52,CUST-1160,Desk Lamp,home,2,44.99,89.98,debit_card,completed
TXN-0420,2025-01-26T18:20:01,CUST-1045,Yoga Mat,sports,1,34.99,34.99,paypal,completed
TXN-0421,2025-01-26T18:36:14,CUST-1185,Wireless Headphones,electronics,1,79.99,79.99,credit_card,completed
TXN-0422,2025-01-26T23:28:02,CUST-1106,Water Bottle,sports,2,19.99,39.98,credit_card,refunded
TXN-0423,2025-01-27T00:23:21,CUST-1173,USB-C Cable,electronics,3,12.99,38.97,debit_card,completed
TXN-0424,2025-01-27T01:14:52,CUST-1009,Novel Bestseller,books,1,14.99,14.99,credit_card,completed
TXN-0425,2025-01-27T03:29:07,CUST-1166,Cookbook,books,1,24.99,24.99,paypal,completed
TXN-0426,2025-01-27T05:34:18,CUST-1083,USB-C Cable,electronics,1,12.99,12.99,paypal,completed
TXN-0427,2025-01-27T12:43:57,CUST-1139,Water Bottle,sports,1,19.99,19.99,paypal,completed
TXN-0428,2025-01-27T14:01:07,CUST-1041,Winter Jacket,clothing,1,129.99,129.99,credit_card,completed
TXN-0429,2025-01-27T14:39:03,CUST-1092,Wireless Headphones,electronics,1,79.99,79.99,credit_card,completed
TXN-0430,2025-01-27T14:58:08,CUST-1160,Denim Jeans,clothing,1,59.99,59.99,credit_card,completed
TXN-0431,2025-01-27T17:17:59,CUST-1144,Coffee Maker,home,1,69.99,69.99,credit_card,completed
TXN-0432,2025-01-27T17:40:37,CUST-1047,Novel Bestseller,books,3,14.99,44.97,credit_card,completed
TXN-0433,2025-01-27T18:37:42,CUST-1126,Cookbook,books,1,24.99,24.99,debit_card,completed
TXN-0434,2025-01-27T20:48:15,CUST-1077,Cookbook,books,3,24.99,74.97,credit_card,completed
TXN-0435,2025-01-27T23:43:58,CUST-1135,USB-C Cable,electronics,2,12.99,25.98,credit_card,completed
TXN-0436,2025-01-28T00:36:18,CUST-1121,Winter Jacket,clothing,1,129.99,129.99,credit_card,refunded
TXN-0437,2025-01-28T00:48:51,CUST-1041,Coffee Maker,home,1,69.99,69.99,credit_card,completed
TXN-0438,2025-01-28T01:08:32,CUST-1075,Running Shoes,sports,2,89.99,179.98,paypal,completed
TXN-0439,2025-01-28T01:53:07,CUST-1133,Phone Case,electronics,1,24.99,24.99,credit_card,completed
TXN-0440,2025-01-28T02:28:55,CUST-1031,Novel Bestseller,books,2,14.99,29.98,credit_card,completed
TXN-0441,2025-01-28T03:09:40,CUST-1041,Novel Bestseller,books,2,14.99,29.98,debit_card,completed
TXN-0442,2025-01-28T04:08:34,CUST-1065,Novel Bestseller,books,1,14.99,14.99,paypal,completed
TXN-0443,2025-01-28T07:53:59,CUST-1023,Yoga Mat,sports,2,34.99,69.98,credit_card,completed
TXN-0444,2025-01-28T09:49:54,CUST-1080,Water Bottle,sports,1,19.99,19.99,credit_card,completed
TXN-0445,2025-01-28T10:28:21,CUST-1111,Cookbook,books,2,24.99,49.98,paypal,refunded
TXN-0446,2025-01-28T11:36:12,CUST-1181,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0447,2025-01-28T11:39:27,CUST-1071,Throw Pillow,home,3,22.99,68.97,credit_card,completed
TXN-0448,2025-01-28T13:43:31,CUST-1036,Throw Pillow,home,1,22.99,22.99,credit_card,completed
TXN-0449,2025-01-28T15:50:21,CUST-1175,Novel Bestseller,books,1,14.99,14.99,credit_card,completed
TXN-0450,2025-01-28T16:57:43,CUST-1025,Phone Case,electronics,3,24.99,74.97,credit_card,completed
TXN-0451,2025-01-28T17:11:23,CUST-1084,Running Shoes,sports,1,89.99,89.99,credit_card,completed
TXN-0452,2025-01-28T17:24:20,CUST-1161,Coffee Maker,home,2,69.99,139.98,debit_card,completed
TXN-0453,2025-01-28T18:10:23,CUST-1041,Yoga Mat,sports,2,34.99,69.98,debit_card,completed
TXN-0454,2025-01-28T19:26:15,CUST-1041,Cookbook,books,1,24.99,24.99,debit_card,completed
TXN-0455,2025-01-29T00:02:20,CUST-1015,Yoga Mat,sports,1,34.99,34.99,credit_card,completed
TXN-0456,2025-01-29T00:15:13,CUST-1018,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0457,2025-01-29T00:23:59,CUST-1082,Phone Case,electronics,1,24.99,24.99,debit_card,completed
TXN-0458,2025-01-29T02:04:19,CUST-1102,Coffee Maker,home,2,69.99,139.98,debit_card,completed
TXN-0459,2025-01-29T03:47:35,CUST-1040,Yoga Mat,sports,1,34.99,34.99,credit_card,completed
TXN-0460,2025-01-29T09:08:24,CUST-1199,Cookbook,books,2,24.99,49.98,credit_card,completed
TXN-0461,2025-01-29T11:22:46,CUST-1166,Cookbook,books,1,24.99,24.99,credit_card,completed
TXN-0462,2025-01-29T11:59:01,CUST-1107,Wireless Headphones,electronics,1,79.99,79.99,credit_card,completed
TXN-0463,2025-01-29T16:08:20,CUST-1157,Water Bottle,sports,1,19.99,19.99,debit_card,completed
TXN-0464,2025-01-29T16:26:44,CUST-1096,Winter Jacket,clothing,3,129.99,389.97,credit_card,completed
TXN-0465,2025-01-29T18:12:16,CUST-1012,Coffee Maker,home,1,69.99,69.99,debit_card,completed
TXN-0466,2025-01-29T18:24:30,CUST-1002,Water Bottle,sports,1,19.99,19.99,credit_card,completed
TXN-0467,2025-01-29T18:36:30,CUST-1063,Novel Bestseller,books,1,14.99,14.99,credit_card,completed
TXN-0468,2025-01-29T23:48:07,CUST-1009,Novel Bestseller,books,2,14.99,29.98,debit_card,completed
TXN-0469,2025-01-29T23:55:44,CUST-1162,Wireless Headphones,electronics,1,79.99,79.99,credit_card,refunded
TXN-0470,2025-01-30T01:50:25,CUST-1130,Yoga Mat,sports,2,34.99,69.98,debit_card,completed
TXN-0471,2025-01-30T03:55:40,CUST-1077,Cookbook,books,2,24.99,49.98,debit_card,completed
TXN-0472,2025-01-30T05:06:58,CUST-1025,Denim Jeans,clothing,1,59.99,59.99,credit_card,completed
TXN-0473,2025-01-30T10:22:00,CUST-1047,Cookbook,books,1,24.99,24.99,paypal,completed
TXN-0474,2025-01-30T11:29:31,CUST-1084,Desk Lamp,home,1,44.99,44.99,crypto,completed
TXN-0475,2025-01-30T17:41:03,CUST-1135,Wireless Headphones,electronics,2,79.99,159.98,credit_card,completed
TXN-0476,2025-01-30T18:12:37,CUST-1140,Phone Case,electronics,2,24.99,49.98,debit_card,completed
TXN-0477,2025-01-30T18:56:45,CUST-1081,Running Shoes,sports,2,89.99,179.98,credit_card,completed
TXN-0478,2025-01-30T21:53:44,CUST-1069,Wireless Headphones,electronics,1,79.99,79.99,paypal,completed
TXN-0479,2025-01-30T22:40:11,CUST-1093,Denim Jeans,clothing,1,59.99,59.99,credit_card,completed
TXN-0480,2025-01-31T01:35:51,CUST-1183,Coffee Maker,home,2,69.99,139.98,credit_card,completed
TXN-0481,2025-01-31T01:37:47,CUST-1139,Wireless Headphones,electronics,2,79.99,159.98,credit_card,completed
TXN-0482,2025-01-31T04:15:18,CUST-1067,Cookbook,books,1,24.99,24.99,credit_card,completed
TXN-0483,2025-01-31T06:28:19,CUST-1119,Yoga Mat,sports,2,34.99,69.98,credit_card,completed
TXN-0484,2025-01-31T07:12:53,CUST-1006,Desk Lamp,home,1,44.99,44.99,credit_card,completed
TXN-0485,2025-01-31T09:23:39,CUST-1057,Running Shoes,sports,3,89.99,269.97,debit_card,completed
TXN-0486,2025-01-31T10:06:05,CUST-1098,USB-C Cable,electronics,1,12.99,12.99,credit_card,completed
TXN-0487,2025-01-31T11:14:41,CUST-1018,Novel Bestseller,books,3,14.99,44.97,credit_card,completed
TXN-0488,2025-01-31T11:37:19,CUST-1164,Cotton T-Shirt,clothing,2,29.99,59.98,credit_card,completed
TXN-0489,2025-01-31T12:32:29,CUST-1062,Running Shoes,sports,1,89.99,89.99,credit_card,completed
TXN-0490,2025-01-31T13:16:53,CUST-1021,Winter Jacket,clothing,1,129.99,129.99,debit_card,completed
TXN-0491,2025-01-31T13:20:50,CUST-1036,Running Shoes,sports,1,89.99,89.99,credit_card,completed
TXN-0492,2025-01-31T13:34:47,CUST-1189,Denim Jeans,clothing,2,59.99,119.98,credit_card,completed
TXN-0493,2025-01-31T13:35:33,CUST-1035,Cotton T-Shirt,clothing,1,29.99,29.99,credit_card,completed
TXN-0494,2025-01-31T17:23:05,CUST-1102,Wireless Headphones,electronics,1,79.99,79.99,credit_card,completed
TXN-0495,2025-01-31T17:32:41,CUST-1127,Cotton T-Shirt,clothing,2,29.99,59.98,credit_card,completed
TXN-0496,2025-01-31T19:02:46,CUST-1169,Denim Jeans,clothing,1,59.99,59.99,paypal,refunded
TXN-0497,2025-01-31T19:29:53,CUST-1177,Programming Guide,books,1,39.99,39.99,credit_card,completed
TXN-0498,2025-01-31T20:17:39,CUST-1138,Novel Bestseller,books,1,14.99,14.99,credit_card,completed
TXN-0499,2025-01-31T22:07:12,CUST-1005,Winter Jacket,clothing,1,129.99,129.99,credit_card,completed
TXN-0500,2025-01-31T23:09:22,CUST-1080,Water Bottle,sports,1,19.99,19.99,credit_card,completed
